YEVMİYE DEFTERİ;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;
Dönem :;01/01/2025-31/12/2025;;;;
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001344 18/06 Kırbıyık İçecek Dağı.Paz.Tur.Otel.İnş.Tic.Ve San.A.Ş.;306,82;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001344 18/06 Kırbıyık İçecek Dağı.Paz.Tur.Otel.İnş.Tic.Ve San.A.Ş.;389,88;;
600;YURTİÇİ SATIŞLAR;   ;;;5.017,55
600.010;% 10 KDV Lİ SATIŞLAR;   ;3.068,18;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001344 18/06 Kırbıyık İçecek Dağı.Paz.Tur.Otel.İnş.Tic.Ve San.A.Ş.;3.068,18;;
600.020;%20 KDV Lİ SATIŞLAR;   ;1.949,37;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001344 18/06 Kırbıyık İçecek Dağı.Paz.Tur.Otel.İnş.Tic.Ve San.A.Ş.;1.949,37;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;5.714,25;5.714,25
;;;;;
06755-----06755-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;2.462,50;
   120.261;KODAL İNŞAAT MALZEMELERİ MÜTEAHHİTLİK İNŞAAT TAAHHÜT TURİZM TİCARET VE SANAYİ LİMİTED ŞİRKETİ;FT OZE2025000001345 18/06 KODAL İNŞAAT MALZEMELERİ MÜTEAHHİTLİK  İNŞAAT TAAHHÜT  TURİZİM  TİCARET  VE SANAYİ  LTD. ŞTİ.;2.462,50;;
391;HESAPLANAN KDV;   ;;;410,42
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001345 18/06 KODAL İNŞAAT MALZEMELERİ MÜTEAHHİTLİK  İNŞAAT TAAHHÜT  TURİZİM  TİCARET  VE SANAYİ  LTD. ŞTİ.;410,42;;
600;YURTİÇİ SATIŞLAR;   ;;;2.052,08
600.020;%20 KDV Lİ SATIŞLAR;   ;2.052,08;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001345 18/06 KODAL İNŞAAT MALZEMELERİ MÜTEAHHİTLİK  İNŞAAT TAAHHÜT  TURİZİM  TİCARET  VE SANAYİ  LTD. ŞTİ.;2.052,08;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.462,50;2.462,50
;;;;;
06756-----06756-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;2.914,20;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001346 18/06 KURŞUN TURİZM İNŞAATSAN.VE TİC.A.Ş.;2.914,20;;
391;HESAPLANAN KDV;   ;;;485,70
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001346 18/06 KURŞUN TURİZM İNŞAATSAN.VE TİC.A.Ş.;485,70;;
600;YURTİÇİ SATIŞLAR;   ;;;2.428,50
600.020;%20 KDV Lİ SATIŞLAR;   ;2.428,50;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001346 18/06 KURŞUN TURİZM İNŞAATSAN.VE TİC.A.Ş.;2.428,50;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.914,20;2.914,20
;;;;;
06757-----06757-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;10.950,43;
   120.193;MARİTUR TURİZM İŞLT.TİC.LTD.ŞTİ.;FT OZE2025000001347 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;10.950,43;;
391;HESAPLANAN KDV;   ;;;1.740,82
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001347 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;101,11;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001347 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;1.639,71;;
600;YURTİÇİ SATIŞLAR;   ;;;9.209,61
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.011,14;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001347 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;1.011,14;;
600.020;%20 KDV Lİ SATIŞLAR;   ;8.198,47;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001347 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;8.198,47;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;10.950,43;10.950,43
;;;;;
06758-----06758-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;9.737,27;
   120.193;MARİTUR TURİZM İŞLT.TİC.LTD.ŞTİ.;FT OZE2025000001348 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;9.737,27;;
391;HESAPLANAN KDV;   ;;;1.532,95
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001348 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;107,94;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001348 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;1.425,01;;
600;YURTİÇİ SATIŞLAR;   ;;;8.204,32
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.079,32;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001348 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;1.079,32;;
600.020;%20 KDV Lİ SATIŞLAR;   ;7.125,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001348 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;7.125,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;9.737,27;9.737,27
;;;;;
06759-----06759-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;3.750,00;
   120.193;MARİTUR TURİZM İŞLT.TİC.LTD.ŞTİ.;FT OZE2025000001349 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;3.750,00;;
391;HESAPLANAN KDV;   ;;;340,91
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001349 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;340,91;;
600;YURTİÇİ SATIŞLAR;   ;;;3.409,09
600.010;% 10 KDV Lİ SATIŞLAR;   ;3.409,09;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001349 18/06 MARİTUR TUR.İŞL.TİC.LTD.ŞTİ;3.409,09;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.750,00;3.750,00
;;;;;
06760-----06760-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;7.955,00;
   120.194;MERMAİD TURİZM OTELSAN.VE TİC.A.Ş.;FT OZE2025000001350 18/06 MERMAİD TURİZM OTELCİLİK SANAYİ VE TİCARET A.Ş.;7.955,00;;
391;HESAPLANAN KDV;   ;;;975,45
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001350 18/06 MERMAİD TURİZM OTELCİLİK SANAYİ VE TİCARET A.Ş.;420,45;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001350 18/06 MERMAİD TURİZM OTELCİLİK SANAYİ VE TİCARET A.Ş.;555,00;;
600;YURTİÇİ SATIŞLAR;   ;;;6.979,55
600.010;% 10 KDV Lİ SATIŞLAR;   ;4.204,55;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001350 18/06 MERMAİD TURİZM OTELCİLİK SANAYİ VE TİCARET A.Ş.;4.204,55;;
600.020;%20 KDV Lİ SATIŞLAR;   ;2.775,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001350 18/06 MERMAİD TURİZM OTELCİLİK SANAYİ VE TİCARET A.Ş.;2.775,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;7.955,00;7.955,00
;;;;;
06761-----06761-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;5.119,50;
   120.264;NİLDEN TURİZM İNŞAAT TARIM VE TİCARET LİMİTED ŞİRKETİ;FT OZE2025000001351 18/06 NİLDEN TURİZM İNŞAAT TARIM VE TİCARET LİMİTED ŞİRKETİ;5.119,50;;
391;HESAPLANAN KDV;   ;;;853,25
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001351 18/06 NİLDEN TURİZM İNŞAAT TARIM VE TİCARET LİMİTED ŞİRKETİ;853,25;;
600;YURTİÇİ SATIŞLAR;   ;;;4.266,25
600.020;%20 KDV Lİ SATIŞLAR;   ;4.266,25;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001351 18/06 NİLDEN TURİZM İNŞAAT TARIM VE TİCARET LİMİTED ŞİRKETİ;4.266,25;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;5.119,50;5.119,50
;;;;;
06762-----06762-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;1.324,50;
   120.278;OKAN TUR.İŞL.TİC.A.Ş;FT OZE2025000001352 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;1.324,50;;
391;HESAPLANAN KDV;   ;;;220,75
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001352 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;220,75;;
600;YURTİÇİ SATIŞLAR;   ;;;1.103,75
600.020;%20 KDV Lİ SATIŞLAR;   ;1.103,75;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001352 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;1.103,75;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.324,50;1.324,50
;;;;;
06763-----06763-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;2.007,50;
   120.278;OKAN TUR.İŞL.TİC.A.Ş;FT OZE2025000001353 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;2.007,50;;
391;HESAPLANAN KDV;   ;;;232,31
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001353 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;122,73;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001353 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;109,58;;
600;YURTİÇİ SATIŞLAR;   ;;;1.775,19
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.227,27;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001353 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;1.227,27;;
600.020;%20 KDV Lİ SATIŞLAR;   ;547,92;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001353 18/06 OKAN TURİZM İŞLETMECİLİK TİCARET A.Ş.;547,92;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.007,50;2.007,50
;;;;;
06764-----06764-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;1.638,75;
   120.438;OMC TURİZM OTELCİLİK DANIŞMANLIK TİCARET İNŞAAT ANONİM ŞİRKETİ;FT OZE2025000001354 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;1.638,75;;
391;HESAPLANAN KDV;   ;;;273,13
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001354 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;273,13;;
600;YURTİÇİ SATIŞLAR;   ;;;1.365,62
600.020;%20 KDV Lİ SATIŞLAR;   ;1.365,62;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001354 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;1.365,62;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.638,75;1.638,75
;;;;;
06765-----06765-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;2.073,76;
   120.438;OMC TURİZM OTELCİLİK DANIŞMANLIK TİCARET İNŞAAT ANONİM ŞİRKETİ;FT OZE2025000001355 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;2.073,76;;
391;HESAPLANAN KDV;   ;;;345,63
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001355 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;345,63;;
600;YURTİÇİ SATIŞLAR;   ;;;1.728,13
600.020;%20 KDV Lİ SATIŞLAR;   ;1.728,13;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001355 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;1.728,13;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.073,76;2.073,76
;;;;;
06766-----06766-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;6.451,00;
   120.438;OMC TURİZM OTELCİLİK DANIŞMANLIK TİCARET İNŞAAT ANONİM ŞİRKETİ;FT OZE2025000001356 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;6.451,00;;
391;HESAPLANAN KDV;   ;;;1.031,61
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001356 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;52,27;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001356 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;979,34;;
600;YURTİÇİ SATIŞLAR;   ;;;5.419,39
600.010;% 10 KDV Lİ SATIŞLAR;   ;522,73;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001356 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;522,73;;
600.020;%20 KDV Lİ SATIŞLAR;   ;4.896,66;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001356 18/06 OMC TURİZM OTELCİLİK DANIŞMANLIK TİC. İNŞ. A.Ş.;4.896,66;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;6.451,00;6.451,00
;;;;;
06767-----06767-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;7.641,00;
   120.156;ON OTELCİLİK TURİZM ORGANİZASYON İNŞAAT TİCARET ANONİM ŞİRKETİ;FT OZE2025000001357 18/06 ON OTELCİLİK TURİZM ORGANİZASYON İNŞAAT TİC.A.Ş.;7.641,00;;
391;HESAPLANAN KDV;   ;;;861,00
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001357 18/06 ON OTELCİLİK TURİZM ORGANİZASYON İNŞAAT TİC.A.Ş.;495,00;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001357 18/06 ON OTELCİLİK TURİZM ORGANİZASYON İNŞAAT TİC.A.Ş.;366,00;;
600;YURTİÇİ SATIŞLAR;   ;;;6.780,00
600.010;% 10 KDV Lİ SATIŞLAR;   ;4.950,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001357 18/06 ON OTELCİLİK TURİZM ORGANİZASYON İNŞAAT TİC.A.Ş.;4.950,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;1.830,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001357 18/06 ON OTELCİLİK TURİZM ORGANİZASYON İNŞAAT TİC.A.Ş.;1.830,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;7.641,00;7.641,00
;;;;;
06768-----06768-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;2.761,13;
   120.422;ÖZDENCE İNŞAAT TAŞIMACILIK TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FT OZE2025000001358 18/06 ÖZDENCE İNŞAAT TAŞIMACILIK TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;2.761,13;;
391;HESAPLANAN KDV;   ;;;460,19
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001358 18/06 ÖZDENCE İNŞAAT TAŞIMACILIK TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;460,19;;
600;YURTİÇİ SATIŞLAR;   ;;;2.300,94
600.020;%20 KDV Lİ SATIŞLAR;   ;2.300,94;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001358 18/06 ÖZDENCE İNŞAAT TAŞIMACILIK TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;2.300,94;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.761,13;2.761,13
;;;;;
06769-----06769-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;12.016,00;
   120.232;ÖZLER-PET PETROL DİNSPOR TES.GIDA HAY.SERACILIK İNŞ.;FT OZE2025000001359 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;12.016,00;;
391;HESAPLANAN KDV;   ;;;1.588,50
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001359 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;497,00;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001359 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;1.091,50;;
600;YURTİÇİ SATIŞLAR;   ;;;10.427,50
600.010;% 10 KDV Lİ SATIŞLAR;   ;4.970,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001359 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;4.970,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;5.457,50;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001359 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;5.457,50;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;12.016,00;12.016,00
;;;;;
06770-----06770-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;2.388,00;
   120.232;ÖZLER-PET PETROL DİNSPOR TES.GIDA HAY.SERACILIK İNŞ.;FT OZE2025000001360 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;2.388,00;;
391;HESAPLANAN KDV;   ;;;398,00
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001360 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;398,00;;
600;YURTİÇİ SATIŞLAR;   ;;;1.990,00
600.020;%20 KDV Lİ SATIŞLAR;   ;1.990,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001360 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;1.990,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;2.388,00;2.388,00
;;;;;
06771-----06771-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;4.176,00;
   120.232;ÖZLER-PET PETROL DİNSPOR TES.GIDA HAY.SERACILIK İNŞ.;FT OZE2025000001361 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;4.176,00;;
391;HESAPLANAN KDV;   ;;;696,00
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001361 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;696,00;;
600;YURTİÇİ SATIŞLAR;   ;;;3.480,00
600.020;%20 KDV Lİ SATIŞLAR;   ;3.480,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001361 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;3.480,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;4.176,00;4.176,00
;;;;;
06772-----06772-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;558,00;
   120.232;ÖZLER-PET PETROL DİNSPOR TES.GIDA HAY.SERACILIK İNŞ.;FT OZE2025000001362 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;558,00;;
391;HESAPLANAN KDV;   ;;;93,00
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001362 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;93,00;;
600;YURTİÇİ SATIŞLAR;   ;;;465,00
600.020;%20 KDV Lİ SATIŞLAR;   ;465,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001362 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;465,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;558,00;558,00
;;;;;
06773-----06773-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;3.716,40;
   120.232;ÖZLER-PET PETROL DİNSPOR TES.GIDA HAY.SERACILIK İNŞ.;FT OZE2025000001363 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;3.716,40;;
391;HESAPLANAN KDV;   ;;;619,40
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001363 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;619,40;;
600;YURTİÇİ SATIŞLAR;   ;;;3.097,00
600.020;%20 KDV Lİ SATIŞLAR;   ;3.097,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001363 18/06 ÖZLER-PET PETROL DİNLENME SPOR TES. GIDA HAV. SERA. İNŞ. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;3.097,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.716,40;3.716,40
;;;;;
06774-----06774-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;1.083,75;
   120.134;PANORAMA OTELCİLİK.TURZ.VE TİC.A.Ş.;FT OZE2025000001364 18/06 PANORAMA OTELCİLİK TURİZM VE TİC. A.Ş.;1.083,75;;
391;HESAPLANAN KDV;   ;;;180,63
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001364 18/06 PANORAMA OTELCİLİK TURİZM VE TİC. A.Ş.;180,63;;
600;YURTİÇİ SATIŞLAR;   ;;;903,12
600.020;%20 KDV Lİ SATIŞLAR;   ;903,12;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001364 18/06 PANORAMA OTELCİLİK TURİZM VE TİC. A.Ş.;903,12;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.083,75;1.083,75
;;;;;
06775-----06775-----MAHSUP-----18/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;2.346,00;
   120.276;PEKER İTRİYAT KOZMETİK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FT OZE2025000001365 18/06 PEKER İTRİYAT KOZMETİK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;2.346,00;;
391;HESAPLANAN KDV;   ;;;260,32
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001365 18/06 PEKER İTRİYAT KOZMETİK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;156,82;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001365 18/06 PEKER İTRİYAT KOZMETİK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;103,50;;
600;YURTİÇİ SATIŞLAR;   ;;;2.085,68
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.568,18;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001365 18/06 PEKER İTRİYAT KOZMETİK GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;1.568,18;;
600.020;%20 KDV Lİ SATIŞLAR;   ;517,50;;
